name,nickname,record,height,weight,reach,stance,DOB,significant strikes per min,striking accuracy,strikes absorbed per min,strike defense,takedown average,takedown accuracy,takedown defense,submission average,most recent fight
"Brian,Foster",The Foster Boy,27-10-0,5  9,170 lbs.,71,Orthodox,"Apr 03, 1984",3.30,39%,1.63,65%,3.67,60%,37%,1.8,win
"Marcel,Fortuna",,9-3-0,6  1,205 lbs.,74,Orthodox,"Oct 22, 1985",3.83,46%,4.52,64%,0.45,8%,75%,0.5,loss
"Brianna,Fortino",The Bull,9-3-0,5  0,115 lbs.,62,Southpaw,"Aug 04, 1993",3.53,41%,3.23,57%,2.50,45%,66%,0.0,loss
"Renee,Forte",,8-4-0,5  7,155 lbs.,71,Orthodox,"Mar 27, 1987",2.08,32%,2.12,63%,2.32,58%,66%,0.0,loss
"Raheam,Forest",Rambo,7-2-0,5  11,170 lbs.,73,Switch,"Jul 11, 1997",5.32,38%,12.15,42%,0.00,0%,0%,0.0,loss
"Sterling,Ford",,15-7-0,5  10,155 lbs.,--,,"Mar 12, 1986",0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Jussier,Formiga",,23-8-0,5  5,125 lbs.,67,Orthodox,"Apr 14, 1985",1.42,39%,2.34,64%,1.82,35%,87%,0.6,loss
"Jesse,Forbes",Kid Hercules,15-5-0,6  2,185 lbs.,75,Southpaw,"Oct 24, 1984",2.11,24%,4.06,53%,1.79,75%,66%,1.2,loss
"Fabricio,Camoes",Morango,14-9-1,5  10,155 lbs.,71,Orthodox,"Dec 23, 1978",1.29,33%,1.85,61%,2.34,32%,20%,1.5,loss
"Brian,Camozzi",Mantis,7-5-0,6  2,170 lbs.,78,Orthodox,"Jun 24, 1991",3.15,26%,6.39,54%,0.00,0%,0%,0.7,loss
"Lucas,Camacho",,6-1-0,6  4,265 lbs.,80,Orthodox,"Dec 15, 1992",4.08,38%,8.16,6%,0.00,0%,0%,0.0,loss
"Chris,Camozzi",,24-13-0,6  2,185 lbs.,75,Orthodox,"Nov 20, 1986",3.57,44%,2.96,56%,0.27,19%,57%,0.5,loss
"Frank,Camacho",The Crank,22-10-0,5  10,155 lbs.,73,Orthodox,"May 18, 1989",6.56,46%,7.44,51%,1.11,31%,73%,0.0,loss
"Joe,Camacho",,13-19-3,5  9,155 lbs.,--,Orthodox,"Mar 10, 1972",0.31,17%,5.00,42%,0.00,0%,0%,0.0,loss
"Nicolle,Caliari",,8-3-0,5  3,125 lbs.,62,Orthodox,"Nov 04, 1996",3.85,41%,5.57,55%,3.80,29%,0%,1.5,loss
"Carlos,Calderon",Chief,"6-3-0,(1,NC)",5  11,145 lbs.,71,Southpaw,"Feb 10, 1996",4.85,42%,4.98,33%,3.93,33%,0%,0.0,loss
"Cynthia,Calvillo",,9-6-1,5  4,115 lbs.,64,Orthodox,"Jul 13, 1987",4.41,38%,4.12,64%,1.80,44%,77%,0.8,loss
"Travis,Calanoc",The Dark Knight,5-1-0,5  8,145 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Priscila,Cachoeira",Zombie Girl,12-6-0,5  7,125 lbs.,65,Orthodox,"Aug 19, 1988",3.76,44%,7.03,43%,0.15,33%,65%,0.0,loss
"Vince,Cachero",The Anomaly,7-4-0,5  6,145 lbs.,68,Orthodox,"Nov 07, 1989",3.29,45%,6.51,43%,0.00,0%,18%,0.5,loss
"Alex,Caceres",Bruce Leeroy,"21-15-0,(1,NC)",5  10,145 lbs.,73,Southpaw,"Jun 20, 1988",4.21,49%,3.09,62%,0.54,68%,64%,0.7,loss
"AJ,Fonseca",,5-4-0,5  4,145 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Claudionor,Fontinelle",,10-15-1,5  5,185 lbs.,--,Orthodox,--,2.62,42%,10.25,28%,0.00,0%,0%,0.0,loss
"Alvin,Cacdac",,18-13-0,5  6,125 lbs.,--,Orthodox,--,1.21,66%,0.61,0%,0.00,0%,0%,0.0,win
"Rob,Font",,21-8-0,5  8,135 lbs.,71,Orthodox,"Jun 25, 1987",5.44,45%,3.58,57%,0.84,34%,44%,0.3,next
"Matt,Foki",Twin Tiger,"5-4-0,(1,NC)",5  7,220 lbs.,--,Orthodox,--,0.00,0%,3.37,56%,0.00,0%,0%,0.0,loss
"Caros,Fodor",The Future,11-6-0,5  9,155 lbs.,74,Orthodox,"Jan 07, 1984",2.76,54%,2.83,54%,2.10,25%,50%,0.0,loss
"Darrius,Flowers",Beast Mode,12-8-1,5  9,155 lbs.,71,Orthodox,"Aug 25, 1994",3.07,49%,5.49,44%,0.98,28%,63%,0.0,loss
"Mal,Foki",Twin Tiger,5-5-0,5  7,220 lbs.,--,Orthodox,--,2.86,14%,14.29,54%,0.00,0%,0%,0.0,loss
"Cody,Floyd",,2-0-0,--,--,--,,"Jul 18, 1988",0.00,0%,0.00,0%,0.00,0%,0%,0.0,win
"Alejandro,Flores",El Gallito,17-3-0,5  10,145 lbs.,73,Orthodox,"Aug 06, 1991",3.66,40%,2.02,54%,0.00,0%,0%,0.0,loss
"Ty,Flores",Big Medicine,7-3-0,6  3,205 lbs.,73,Switch,"Dec 22, 1993",2.00,37%,7.80,25%,1.00,9%,0%,0.0,loss
"Rafael,Fiziev",Ataman,12-3-0,5  8,155 lbs.,71,Switch,"Mar 05, 1993",4.90,51%,4.97,49%,0.29,40%,89%,0.0,loss
"Luke,Flores",,9-2-0,6  0,155 lbs.,73,Southpaw,"Mar 17, 1988",1.56,44%,1.88,60%,0.00,0%,40%,1.2,loss
"Jimmy,Flick",The Brick,17-8-0,5  7,125 lbs.,68,Orthodox,"Sep 07, 1990",1.94,50%,5.43,43%,1.55,21%,0%,4.3,loss
"Nathan,Fletcher",,9-1-0,5  7,135 lbs.,70,Orthodox,"Jan 03, 1998",2.25,70%,0.96,40%,9.63,66%,0%,2.4,next
"Kenny,Florian",KenFlo,14-6-0,5  10,145 lbs.,74,Southpaw,"May 26, 1976",2.41,40%,1.85,63%,2.22,33%,60%,1.3,loss
"Colin,Fletcher",The Freakshow,14-8-0,6  2,155 lbs.,--,Orthodox,"Jan 08, 1983",3.10,34%,2.97,62%,0.00,0%,27%,0.0,loss
"AJ,Fletcher",The Ghost,10-3-0,5  10,170 lbs.,67,Switch,"Feb 18, 1997",3.36,49%,4.61,46%,1.54,35%,33%,0.9,loss
"Chris,Fishgold",,18-4-1,5  8,145 lbs.,68,Orthodox,"Jun 06, 1992",2.01,32%,2.70,46%,2.59,46%,44%,1.3,loss
"Jon,Fitch",,"30-7-1,(1,NC)",6  0,170 lbs.,74,Orthodox,"Feb 24, 1978",2.61,50%,1.65,54%,3.60,51%,56%,0.8,loss
"Luiz,Firmino",Buscape,19-8-0,5  6,154 lbs.,--,Orthodox,"Mar 18, 1982",1.23,50%,1.22,51%,3.86,45%,20%,0.9,loss
"Spencer,Fisher",The King,24-9-0,5  7,155 lbs.,68,Southpaw,"May 09, 1976",3.17,43%,3.03,64%,0.67,30%,60%,0.8,loss
"Nick,Fiore",,6-2-0,5  10,155 lbs.,72,Orthodox,"Dec 10, 1997",2.83,46%,7.93,42%,2.50,45%,71%,0.0,loss
"Torrez,Finney",The Punisher,10-0-0,5  8,185 lbs.,75,Orthodox,"Oct 24, 1998",2.60,70%,1.86,50%,10.04,69%,0%,1.7,win
"Manon,Fiorot",The Beast,12-1-0,5  7,125 lbs.,65,Orthodox,"Feb 17, 1990",6.26,41%,3.77,68%,1.17,42%,93%,0.0,win
"Jesse,Finney",,5-1-0,6  0,170 lbs.,--,,"Jul 11, 1974",0.00,0%,0.00,0%,0.00,0%,0%,0.0,win
"Luigi,Fioravanti",,26-15-0,5  8,170 lbs.,70,Orthodox,"Jan 22, 1981",2.23,42%,2.21,69%,3.76,63%,67%,0.9,loss
"Jan,Finney",Cuddles,11-12-0,5  8,135 lbs.,--,Orthodox,--,2.16,28%,8.75,42%,0.77,11%,25%,0.0,loss
"Brady,Fink",,2-3-0,6  0,183 lbs.,--,Orthodox,--,1.69,41%,1.69,61%,3.63,25%,0%,3.6,loss
"Jafel,Filho",Pastor,16-3-0,5  7,125 lbs.,68,Orthodox,"May 05, 1993",2.36,41%,2.00,47%,1.77,33%,55%,2.6,win
"Andre,Fili",Touchy,"24-11-0,(1,NC)",5  11,145 lbs.,74,Orthodox,"Jun 25, 1990",3.88,37%,4.11,51%,2.15,43%,70%,0.2,win
"Paulo,Filho",,23-6-3,5  8,185 lbs.,--,Southpaw,"May 24, 1978",1.86,48%,1.67,66%,2.40,32%,42%,1.6,win
"Edwin,Figueroa",El Feroz,9-5-0,5  7,135 lbs.,69,Orthodox,"Jul 31, 1984",2.57,39%,3.06,51%,0.20,100%,37%,0.6,loss
"Mirko,Filipovic",Cro Cop,"35-11-2,(1,NC)",6  2,230 lbs.,73,Southpaw,"Sep 10, 1974",2.11,50%,1.89,63%,0.19,40%,78%,0.3,win
"Deiveson,Figueiredo",Deus da Guerra,24-4-1,5  5,135 lbs.,68,Orthodox,"Dec 18, 1987",2.91,54%,3.55,49%,1.62,34%,60%,1.4,loss
"Francisco,Figueiredo",Sniper,"13-5-1,(1,NC)",5  6,125 lbs.,68,Southpaw,"Oct 23, 1989",2.04,61%,2.59,61%,2.51,75%,76%,0.4,loss
"Michal,Figlak",Mad Dog,8-2-0,5  10,155 lbs.,70,Orthodox,"Aug 15, 1996",4.00,39%,4.93,52%,0.50,12%,57%,0.0,loss
"Anthony,Figueroa",,11-8-1,5  4,135 lbs.,--,Orthodox,--,2.37,48%,3.77,49%,0.00,0%,58%,0.0,loss
"Scott,Fiedler",,0-1-0,6  4,235 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Andre,Fialho",,"16-8-0,(1,NC)",6  0,170 lbs.,74,Orthodox,"Apr 07, 1994",3.30,41%,6.26,45%,0.25,100%,66%,0.0,loss
"Ron,Fields",Killing,28-32-1,6  2,200 lbs.,--,Orthodox,"Nov 18, 1974",0.33,33%,2.64,11%,0.00,0%,0%,0.0,loss
"Drew,Fickett",The Master,42-21-0,5  10,155 lbs.,70,Orthodox,"Dec 14, 1979",2.33,41%,2.29,57%,1.30,35%,30%,2.2,loss
"Brunno,Ferreira",The Hulk,12-2-0,5  10,185 lbs.,72,Orthodox,"Nov 04, 1992",3.76,50%,3.12,52%,0.50,16%,53%,0.5,next
"Scott,Ferrozzo",The Pitbull,4-2-0,5  11,323 lbs.,--,Orthodox,"Apr 26, 1965",0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Kaue,Fernandes",,9-2-0,5  9,155 lbs.,73,Orthodox,"Mar 17, 1995",3.04,57%,0.86,66%,0.76,100%,62%,0.0,next
"Erisson,Ferreira",Gato,12-2-0,5  6,125 lbs.,70,Orthodox,"May 03, 1991",1.75,32%,2.75,56%,1.11,100%,66%,1.7,loss
"Alexandre,Ferreira",Cacareco,18-6-0,5  7,205 lbs.,--,Orthodox,"Apr 25, 1979",2.57,60%,8.14,42%,0.00,0%,0%,0.0,loss
"Lucas,Fernando",,9-2-0,6  3,185 lbs.,80,,"Jan 10, 1997",1.87,51%,4.73,38%,3.00,30%,0%,1.0,loss
"Cezar,Ferreira",Mutante,13-8-0,6  1,185 lbs.,78,Southpaw,"Feb 15, 1985",1.90,42%,2.44,53%,2.69,53%,84%,0.5,loss
"Diego,Ferreira",,19-6-0,5  9,155 lbs.,74,Orthodox,"Jan 18, 1985",4.82,40%,3.46,55%,0.86,30%,57%,0.6,loss
"Tony,Ferguson",El Cucuy,26-11-0,5  11,170 lbs.,76,Orthodox,"Feb 12, 1984",4.91,45%,4.37,55%,0.39,35%,66%,0.9,loss
"Bibiano,Fernandes",,20-3-0,5  7,139 lbs.,--,Orthodox,"Mar 30, 1980",2.91,40%,2.02,72%,3.97,53%,77%,0.6,win
"Josh,Ferguson",Taz,10-5-0,5  5,125 lbs.,--,Orthodox,"May 13, 1988",2.13,43%,4.18,32%,0.59,11%,54%,0.0,loss
"Gabriella,Fernandes",Gabi,10-3-0,5  6,125 lbs.,66,Southpaw,"Aug 13, 1993",3.46,46%,5.50,49%,0.56,18%,60%,0.3,win
"Rhadi,Ferguson",,3-0-0,5  7,205 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,win
"CJ,Fernandes",,14-8-3,6  2,170 lbs.,--,,"Nov 13, 1977",0.00,0%,0.00,0%,0.00,0%,0%,0.0,draw
"Kevin,Ferguson",Kimbo Slice,"5-2-0,(1,NC)",6  2,235 lbs.,77,Orthodox,"Feb 08, 1974",2.30,50%,3.41,38%,3.10,72%,36%,1.2,loss
"Feng,Xiaocan",,10-3-0,5  7,115 lbs.,66,Southpaw,"Dec 27, 2001",5.43,50%,1.76,73%,1.08,100%,66%,0.0,loss
"JP,Felty",,4-5-0,--,170 lbs.,--,,"Apr 28, 1979",0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Carlos,Felipe",Boi,11-2-0,6  0,245 lbs.,75,Orthodox,"Jan 12, 1995",4.88,45%,5.60,50%,0.00,0%,72%,0.0,loss
"Rodney,Faverus",,"25-20-3,(1,NC)",6  0,215 lbs.,--,Southpaw,--,2.30,53%,1.60,54%,4.50,100%,25%,0.0,loss
"Paul,Felder",The Irish Dragon,17-6-0,5  11,155 lbs.,70,Orthodox,"Apr 25, 1984",3.70,44%,3.44,48%,0.29,28%,64%,0.2,loss
"Kelly,Faszholz",,4-2-0,5  8,135 lbs.,--,Orthodox,"Apr 09, 1985",4.01,48%,3.61,52%,0.00,0%,44%,0.0,loss
"Rico,Farrington",The Triggerman,7-3-0,6  4,170 lbs.,79,Southpaw,"Jun 19, 1989",6.33,41%,7.20,51%,0.00,0%,20%,0.0,loss
"Jair,Farias",Chosen,10-1-0,6  1,145 lbs.,76,Orthodox,"Mar 16, 1993",3.80,39%,5.33,51%,0.00,0%,41%,0.0,loss
"Chance,Farrar",,"8-3-0,(1,NC)",5  9,145 lbs.,--,Southpaw,"Sep 11, 1975",0.81,22%,2.21,67%,3.02,100%,0%,0.0,loss
"Kalindra,Faria",,18-8-1,5  7,125 lbs.,--,Switch,"Jul 23, 1986",2.23,56%,1.44,45%,1.31,66%,20%,0.7,loss
"Brodie,Farber",,16-7-0,6  1,170 lbs.,--,Orthodox,"Jul 05, 1980",1.69,45%,2.17,53%,0.90,50%,20%,0.9,loss
"Rinat,Fakhretdinov",Gladiator,23-1-1,6  0,170 lbs.,74,Orthodox,"Sep 28, 1991",4.78,52%,3.58,53%,3.95,34%,91%,0.2,next
"Maiquel,Falcao",Big Rig,"37-10-0,(1,NC)",5  11,185 lbs.,--,Orthodox,"Mar 08, 1981",1.67,55%,0.53,86%,1.00,100%,71%,3.0,win
"Pedro,Falcao",Pedrinho,16-4-0,5  6,135 lbs.,66,Orthodox,"Jul 30, 1992",2.90,48%,2.63,48%,2.07,22%,83%,0.0,loss
"Jason,Fairn",,4-5-0,6  1,230 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Bartosz,Fabinski",The Butcher,15-5-0,6  0,170 lbs.,75,Orthodox,"Apr 26, 1986",2.23,68%,1.46,51%,7.10,70%,80%,0.0,loss
"Ron,Faircloth",,"33-20-0,(1,NC)",5  9,205 lbs.,--,Orthodox,"Aug 16, 1979",0.39,40%,8.90,42%,0.00,0%,0%,0.0,nc
"Wagnney,Fabiano",The Silencer,16-4-0,5  6,145 lbs.,69,Southpaw,"Jul 14, 1975",1.19,38%,0.66,70%,3.44,64%,100%,0.4,loss
"Melinda,Fabian",,4-4-2,5  6,125 lbs.,66,Orthodox,"Jun 25, 1987",4.03,41%,4.00,62%,0.00,0%,100%,0.0,loss
"Zarah,Fairn",Infinite,6-6-0,5  8,135 lbs.,72,Orthodox,"Dec 10, 1983",4.55,31%,7.40,45%,0.00,0%,60%,0.0,loss
"Edward,Faaloloto",,2-5-0,--,155 lbs.,70,Orthodox,"Jul 15, 1984",2.28,32%,6.25,44%,1.01,25%,33%,0.0,loss
"Urijah,Faber",The California Kid,35-11-0,5  6,135 lbs.,67,Orthodox,"May 14, 1979",2.65,40%,2.59,64%,1.54,30%,58%,0.8,loss
"Kevin,Vallejos",El Chino,14-1-0,5  7,145 lbs.,68,Switch,"Dec 08, 2001",6.85,51%,5.81,55%,0.00,0%,66%,0.0,win
"Andrew,Valladerez",,5-7-0,--,135 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Mike,van,Arsdale",,8-5-0,6  2,205 lbs.,--,Switch,"Jun 20, 1965",1.52,41%,1.91,41%,1.06,14%,37%,0.0,loss
"Richie,Vaculik",Vas,10-4-0,5  6,125 lbs.,69,Orthodox,"Jun 19, 1983",3.69,46%,4.09,57%,3.00,45%,31%,1.0,loss
"Victor,Valimaki",The Matrix,18-10-0,6  0,205 lbs.,--,Orthodox,--,3.94,30%,2.99,67%,0.90,14%,0%,0.0,loss
"Joshua,Van",The Fearless,12-2-0,5  5,125 lbs.,65,Orthodox,"Oct 10, 2001",8.88,54%,5.82,60%,1.32,63%,80%,0.0,next
"Isaac,Vallie-Flagg",,16-7-1,5  8,155 lbs.,70,Orthodox,"Apr 08, 1978",5.56,47%,5.60,45%,0.20,12%,58%,0.0,loss
"Timur,Valiev",Lucky,"18-3-0,(1,NC)",5  6,135 lbs.,67,Orthodox,"Jan 19, 1990",5.19,53%,3.33,45%,1.73,40%,55%,0.3,loss
"Robert,Valentin",Robzilla,"11-4-0,(1,NC)",6  2,185 lbs.,77,Orthodox,"Mar 31, 1995",0.15,50%,6.16,19%,0.00,0%,66%,4.4,loss
"Ivan,Valenzuela",Bam Bam,8-2-0,6  2,185 lbs.,77,Orthodox,"Nov 17, 1992",0.00,0%,9.60,33%,0.00,0%,0%,0.0,loss
"Victor,Valenzuela",Joe Boxer,13-6-2,5  10,155 lbs.,--,,--,1.28,100%,2.55,0%,0.00,0%,0%,0.0,loss
"Charlie,Valencia",,12-7-0,5  3,135 lbs.,64,Orthodox,"Oct 31, 1974",2.58,37%,2.61,77%,1.40,53%,75%,0.5,loss
"Genaro,Valdez",Rayadito,10-3-0,5  9,155 lbs.,72,Orthodox,"Jan 16, 1992",4.08,30%,7.16,48%,1.54,44%,36%,0.4,loss
"Egidijus,Valavicius",,29-12-0,6  0,200 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"David,Velasquez",Little,10-10-0,5  5,145 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Kazunori,Yokota",,25-7-3,5  8,154 lbs.,--,Orthodox,"Apr 03, 1978",0.67,31%,1.13,57%,0.00,0%,0%,0.0,loss
"Emmanuel,Yarborough",,1-2-0,6  8,770 lbs.,--,Open Stance,"Sep 05, 1960",0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Gauge,Young",Gee Money,8-2-0,5  9,155 lbs.,70,Orthodox,"Jul 14, 2000",4.27,56%,5.40,44%,0.00,0%,59%,0.0,loss
"Shanna,Young",The Shanimal,9-6-0,5  7,125 lbs.,65,Orthodox,"Feb 20, 1991",3.18,47%,4.88,43%,0.00,0%,53%,0.6,loss
"Keith,Wisniewski",The Polish Connection,28-15-1,6  0,170 lbs.,--,Orthodox,"Oct 25, 1981",2.32,52%,4.86,42%,1.57,40%,78%,0.3,loss
"Gilbert,Yvel",The Hurricane,"39-16-1,(1,NC)",6  2,225 lbs.,77,Orthodox,"Jun 30, 1976",1.05,47%,1.78,50%,0.00,0%,25%,1.0,loss
"Jordan,Wright",The Beverly Hills Ninja,"12-5-0,(1,NC)",6  2,205 lbs.,77,Orthodox,"Oct 07, 1991",4.10,56%,6.03,31%,2.09,45%,100%,0.4,loss
"Zhu,Kangjie",,"20-4-0,(1,NC)",5  6,145 lbs.,70,Orthodox,"Jan 16, 1996",3.50,54%,1.03,69%,0.50,100%,52%,0.0,win
"Craig,Zellner",Big Z,4-3-0,6  2,205 lbs.,--,Orthodox,"Sep 09, 1976",0.61,9%,4.65,61%,0.00,0%,0%,0.0,loss
"Jason,Witt",The Vanilla Gorilla,19-9-0,5  10,170 lbs.,70,Orthodox,"Nov 07, 1986",2.15,44%,2.54,52%,6.90,48%,100%,0.9,loss
"Yao,Zhikui",The Conqueror,2-4-0,5  5,125 lbs.,64,Orthodox,"Feb 07, 1991",1.44,21%,2.82,48%,0.66,16%,58%,0.0,loss
"Virgil,Zwicker",RezDog,15-6-1,6  2,205 lbs.,74,,"Jun 26, 1982",3.34,48%,4.87,39%,1.31,30%,50%,0.0,loss
"Allan,Zuniga",Tigre,13-1-0,5  7,155 lbs.,70,Orthodox,"Apr 04, 1992",3.93,52%,1.80,61%,0.00,0%,57%,1.0,loss
"Alex,Zuniga",,6-3-0,--,145 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Dave,Zitanick",,"5-7-0,(1,NC)",--,170 lbs.,--,,"Mar 05, 1980",0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Igor,Zinoviev",Houdini,4-1-2,6  1,199 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Errol,Zimmerman",The Bonecrusher,0-1-0,6  3,185 lbs.,--,Orthodox,"Apr 20, 1986",2.95,42%,0.00,0%,0.00,0%,0%,0.0,loss
"Fares,Ziam",Smile Killer,17-4-0,6  1,155 lbs.,75,Orthodox,"Mar 21, 1997",2.92,50%,1.66,66%,1.28,36%,67%,0.3,win
"Cat,Zingano",Alpha,10-4-0,5  6,145 lbs.,68,Southpaw,"Jul 01, 1982",2.57,61%,1.63,47%,2.77,65%,42%,0.8,loss
"James,Zikic",The Messenger,21-10-2,6  2,205 lbs.,--,Orthodox,"Mar 01, 1977",1.47,35%,1.60,44%,0.50,25%,74%,0.5,loss
"Daria,Zhelezniakova",Iron Lady,9-2-0,5  9,135 lbs.,68,Orthodox,"Jan 23, 1996",3.29,38%,1.70,79%,0.80,100%,50%,0.0,loss
"Zhalgas,Zhumagulov",,14-9-0,5  4,125 lbs.,66,Switch,"Aug 29, 1988",5.24,43%,5.86,52%,1.30,19%,75%,0.2,loss
"Zhang,Mingyang",Mountain Tiger,18-6-0,6  2,205 lbs.,75,Orthodox,"Aug 16, 1998",8.57,55%,5.59,53%,0.00,0%,0%,0.0,win
"Daermisi,Zhawupasi",,9-2-0,5  8,135 lbs.,68,Switch,"Sep 15, 1999",1.86,40%,2.36,55%,7.74,65%,53%,1.4,loss
"Zhang,Weili",Magnum,25-3-0,5  4,115 lbs.,63,Switch,"Aug 13, 1989",5.66,53%,3.15,53%,2.51,46%,50%,0.5,next
"Zhang,Tiequan",The Wolf,15-4-0,5  8,155 lbs.,69,Orthodox,"Jul 25, 1978",1.23,36%,2.14,51%,1.95,58%,75%,3.4,loss
"Zhang,Lipeng",The Warrior,23-9-1,5  11,155 lbs.,71,Southpaw,"Mar 10, 1990",1.28,48%,1.88,53%,1.75,30%,69%,0.8,loss
"Carlos,Zevallos",,3-4-0,6  0,205 lbs.,--,Orthodox,--,4.36,65%,2.28,68%,0.00,0%,100%,0.0,win
"Roman,Zentsov",The Russian Hammer,18-12-0,6  1,230 lbs.,--,Orthodox,"Sep 10, 1973",1.18,36%,0.53,70%,1.60,100%,33%,3.2,loss
"Rickson,Zenidim",The King,14-2-0,5  7,125 lbs.,67,Orthodox,"Feb 17, 1999",1.67,32%,4.07,33%,0.00,0%,0%,0.0,loss
"Manolo,Zecchini",Angelo Veneziano,11-4-0,5  8,145 lbs.,68,Orthodox,"Oct 22, 1996",2.34,21%,6.75,46%,0.00,0%,0%,0.0,loss
"Joao,Zeferino",The Brazilian Samurai,21-9-0,5  11,170 lbs.,--,Orthodox,"Jan 15, 1986",0.83,36%,2.60,48%,0.50,5%,50%,1.0,loss
"Daniel,Zellhuber",Golden Boy,15-2-0,6  1,155 lbs.,77,Switch,"Jul 07, 1999",6.26,40%,6.02,55%,0.18,25%,94%,0.2,loss
"David,Zawada",Sagat,17-7-0,6  0,170 lbs.,75,Orthodox,"Aug 01, 1990",3.84,41%,4.54,55%,0.97,33%,57%,1.7,loss
"Marius,Zaromskis",The Whitemare,"20-9-0,(1,NC)",5  9,170 lbs.,--,Orthodox,"Jul 30, 1980",5.02,34%,5.93,50%,0.73,42%,73%,0.0,win
"Zach,Zane",The Hurricane,10-7-0,5  7,145 lbs.,69,Southpaw,"Dec 14, 1989",0.87,56%,6.67,20%,0.00,0%,26%,0.0,loss
"Roger,Zapata",Viva,4-2-0,5  11,170 lbs.,--,Southpaw,"May 09, 1986",2.60,51%,2.13,36%,0.00,0%,81%,1.4,loss
"Youssef,Zalal",The Moroccan Devil,16-5-1,5  10,145 lbs.,72,Switch,"Sep 04, 1996",2.84,49%,1.71,65%,2.34,35%,59%,1.5,next
"Elizeu,Zaleski,dos,Santos",Capoeira,25-8-1,5  11,170 lbs.,73,Orthodox,"Dec 11, 1986",4.33,41%,3.41,56%,0.70,20%,68%,0.5,win
"Aiemann,Zahabi",,12-2-0,5  8,135 lbs.,68,Orthodox,"Nov 19, 1987",4.06,46%,4.06,71%,0.16,14%,83%,0.0,win
"Luke,Zachrich",,14-4-0,6  2,185 lbs.,74,Orthodox,"Dec 19, 1981",4.56,32%,4.46,62%,0.74,33%,80%,0.0,loss
"Anton,Zafir",The Professor,7-3-0,5  11,170 lbs.,--,Orthodox,"May 10, 1987",2.99,64%,2.31,52%,6.11,60%,0%,0.0,loss
"Wuziazibieke,Jiahefu",Prairie Kitty,29-12-1,5  9,145 lbs.,70,Orthodox,"Apr 09, 1990",0.41,50%,2.84,41%,6.08,50%,0%,0.0,loss
"Marcin,Wrzosek",The Polish Zombie,12-4-0,5  9,155 lbs.,--,,"Oct 14, 1987",3.47,43%,4.07,43%,3.00,25%,33%,0.0,loss
Wulijiburen,Beast Master,20-9-0,5  9,135 lbs.,69,Orthodox,"Mar 01, 1989",1.61,42%,3.02,56%,3.28,42%,77%,0.4,loss
"Wu,Yanan",Mulan,13-6-0,5  8,135 lbs.,66,Orthodox,"Apr 18, 1996",4.23,41%,4.95,49%,0.62,30%,63%,0.2,loss
"JW,Wright",,1-0-0,--,130 lbs.,--,,"Jan 12, 1976",0.00,0%,0.00,0%,0.00,0%,0%,0.0,win
"Justin,Wren",The Viking,13-2-0,6  2,265 lbs.,--,Orthodox,"Apr 27, 1987",3.43,35%,2.07,64%,0.00,0%,100%,0.0,loss
"Khama,Worthy",The Death Star,16-9-0,5  11,155 lbs.,74,Orthodox,"Oct 15, 1986",4.18,48%,4.45,46%,0.00,0%,57%,0.7,loss
"Hunter,Worsham",The Future,7-3-0,--,185 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Eric,Wray",,5-1-0,6  0,170 lbs.,--,Orthodox,--,1.76,48%,3.12,28%,4.07,66%,0%,2.0,loss
"Sean,Woodson",The Sniper,13-1-1,6  2,145 lbs.,78,Orthodox,"Jun 07, 1992",5.66,46%,4.20,58%,0.63,62%,84%,0.4,win
"Cal,Worsham",,13-10-0,5  11,230 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Tyron,Woodley",The Chosen One,19-7-1,5  9,170 lbs.,74,Orthodox,"Apr 07, 1982",2.36,48%,2.76,54%,1.06,40%,87%,0.4,loss
"Jalin,Turner",The Tarantula,14-8-0,6  3,155 lbs.,77,Southpaw,"May 18, 1995",5.60,48%,4.57,41%,0.79,55%,74%,1.1,loss
"Salvador,Woods",,8-17-0,5  11,170 lbs.,--,,"Feb 05, 1985",0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
